stock_symbol,stock_name,stock_instrument_token,stock_lot_size,has_options,total_options_count,ce_count,pe_count,earliest_expiry,latest_expiry
FOODSIN,FOODS & INNS,1708289,1,No,0,0,0,,
FORCAS-SM,FORCAS STUDIO,6377985,1600,No,0,0,0,,
FORCEMOT,FORCE MOTORS,2962689,1,No,0,0,0,,
FORGEAUTO-SM,FORGE AUTO INTERNATION L,6569985,1200,No,0,0,0,,
FORTIS,FORTIS HEALTHCARE,3735553,1,Yes,145,73,72,2026-01-27,2026-03-30
FOSECOIND,FOSECO INDIA,274689,1,No,0,0,0,,
FRESHARA-SM,FRESHARA AGRO EXPORTS,6622209,600,No,0,0,0,,
FROG-SM,FROG INNOVATIONS,2944257,400,No,0,0,0,,
FSL,FIRSTSOURCE SOLU.,3661825,1,No,0,0,0,,
FUSION,FUSION FINANCE,3054593,1,No,0,0,0,,
FWSTC-SM,FLYWINGS SIMULAT T C,194644737,600,No,0,0,0,,
GABRIEL,GABRIEL INDIA,277761,1,No,0,0,0,,
GAEL,GUJARAT AMBUJA EXPORTS LT,2259969,1,No,0,0,0,,
GAIL,GAIL (INDIA),1207553,1,Yes,243,121,122,2026-01-27,2026-03-30
GAJANAND-SM,GAJANAND INTERNATIONAL L,6462465,3000,No,0,0,0,,
GALAPREC,GALA PRECISION ENG,6434305,1,No,0,0,0,,
GALAXYSURF,GALAXY SURFACTANTS,336641,1,No,0,0,0,,
GALLANTT,GALLANTT ISPAT,3414273,1,No,0,0,0,,
GANDHAR,GANDHAR OIL REFINE IND L,5197569,1,No,0,0,0,,
GANDHITUBE,GANDHI SPL. TUBES,3613697,1,No,0,0,0,,
GANECOS,GANESHA ECOSPHERE,1777665,1,No,0,0,0,,
GANESHBE,GANESH BENZOPLAST,1437185,1,No,0,0,0,,
GANESHCP,GANESH CONSUMER PRODUCT L,194307073,1,No,0,0,0,,
GANESHHOU,GANESH HOUSING,3670785,1,No,0,0,0,,
GANESHIN-SM,GANESH INFRAWORLD,6998785,800,No,0,0,0,,
GANGABATH-SM,GANGA BATH FITTINGS,193926401,3000,No,0,0,0,,
GANGAFORGE,GANGA FORGING,1268993,1,No,0,0,0,,
GANGESSECU,GANGES SECURITIES,5478145,1,No,0,0,0,,
GARFIBRES,GARWARE TECH FIBRES,281601,1,No,0,0,0,,
GARUDA,GARUDA CONSTRUCT N ENG L,6604801,1,No,0,0,0,,
GATECH,GACM TECHNOLOGIES,4579329,1,No,0,0,0,,
GATECHDVR,GACM TECHNOLOGIES,4353,1,No,0,0,0,,
GATEWAY,GATEWAY DISTRIPARKS,2178561,1,No,0,0,0,,
GAYAHWS-BE,GAYATRI HIGHWAYS,946945,1,No,0,0,0,,
GCHOTELS-SM,GRAND CONTINENT HOTELS L,7753217,600,No,0,0,0,,
GCSL-BE,GRETEX CORPORATE SERVICES,194300929,1,No,0,0,0,,
GEECEE,GEECEE VENTURES,3496449,1,No,0,0,0,,
GEEKAYWIRE,GEEKAY WIRES,4588033,1,No,0,0,0,,
GEMAROMA,GEM AROMATICS,194422017,1,No,0,0,0,,
GENCON,GENERIC ENG CONS PROJ,560129,1,No,0,0,0,,
GENESYS,GENESYS INTL CORPN,2791681,1,No,0,0,0,,
GENSOL-BZ,GENSOL ENGINEERING,194263553,1,No,0,0,0,,
GENUSPAPER,GENUS P&B,1689601,1,No,0,0,0,,
GENUSPOWER,GENUS POWER INFRASTRU,3047681,1,No,0,0,0,,
GEOJITFSL,GEOJIT FINANCIAL SER L,3045377,1,No,0,0,0,,
GESHIP,THE GE SHPG.LTD,3526657,1,No,0,0,0,,
GFL26-N0,,6559745,1,No,0,0,0,,
GFL27-N1,,5926657,1,No,0,0,0,,
GFLLIMITED,GFL,329985,1,No,0,0,0,,
GGBL-SM,GANESH GREEN BHARAT,6256385,300,No,0,0,0,,
GHCL,GHCL,288513,1,No,0,0,0,,
GHCLTEXTIL,GHCL TEXTILES,4274177,1,No,0,0,0,,
GICHSGFIN,GIC HOUSING FINANCE,291585,1,No,0,0,0,,
GICL-ST,GLOBE INTL CARRIERS,4816897,3000,No,0,0,0,,
GICRE,GENERAL INS CORP OF INDIA,70913,1,No,0,0,0,,
GILLANDERS,GILLANDERS ARBUTHNOT,4566785,1,No,0,0,0,,
GILLETTE,GILLETTE INDIA,403457,1,No,0,0,0,,
GILT10BETA,UTIAMC-GILT10BETA,5766145,1,No,0,0,0,,
GILT5BETA,UTIAMC-GILT5BETA,5765377,1,No,0,0,0,,
GILT5YBEES,RELCAPAMC - NETFGILT5Y,812033,1,No,0,0,0,,
GILT5YINAV,GILT5YBEES INAV,2597889,1,No,0,0,0,,
GINNIFILA,GINNI FILAMENTS,292353,1,No,0,0,0,,
GIPCL,GUJ IND POW CO.,293121,1,No,0,0,0,,
GIRIRAJ-SM,GIRIRAJ CIVIL DEVP,605441,250,No,0,0,0,,
GKENERGY,GK ENERGY,194316289,1,No,0,0,0,,
GKSL,GUJARAT KIDNEY N SUP SP L,194866433,1,No,0,0,0,,
GKWLIMITED,GKW,4443393,1,No,0,0,0,,
GLAND,GLAND PHARMA,303617,1,No,0,0,0,,
GLAXO,GLAXOSMITHKLINE PHARMA LT,295169,1,No,0,0,0,,
GLD360INAV,360ONEAMC - GLD360INAV,7712257,1,No,0,0,0,,
GLDCASINAV,ZERODHAAMC - GLDCASINAV,5863425,1,No,0,0,0,,
GLENMARK,GLENMARK PHARMACEUTICALS,1895937,1,Yes,152,74,78,2026-01-27,2026-03-30
GLOBAL-BE,GLOBAL EDUCATION,362753,1,No,0,0,0,,
GLOBALE,GLOBALE TESSILE,6382593,1,No,0,0,0,,
GLOBALPET-SM,GLOBAL PET INDUSTRIES,4394753,750,No,0,0,0,,
GLOBALVECT,GLOBAL VEC HELICORP,3516161,1,No,0,0,0,,
GLOBE,GLOBE ENTERPRISE (I),100609,1,No,0,0,0,,
GLOBECIVIL,GLOBE CIVIL PROJECTS,194194433,1,No,0,0,0,,
GLOBUSSPR,GLOBUS SPIRITS,4460545,1,No,0,0,0,,
GLOSTERLTD,GLOSTER,6039041,1,No,0,0,0,,
GLOTTIS,GLOTTIS,194589697,1,No,0,0,0,,
GMBREW,G M BREWERIES,299009,1,No,0,0,0,,
GMDCLTD,GUJARAT MINERAL DEV CORP,1332225,1,No,0,0,0,,
GML-SM,GALAXY MEDICARE,194326785,2000,No,0,0,0,,
GMMPFAUDLR,GMM PFAUDLER,401921,1,No,0,0,0,,
GMRAIRPORT,GMR AIRPORTS,3463169,1,Yes,160,79,81,2026-01-27,2026-03-30
GMRP&UI,GMR POW AND URBAN INFRA L,2183425,1,No,0,0,0,,
GNA,GNA AXLES,4754177,1,No,0,0,0,,
GNFC,GUJ NAR VAL FER & CHEM L,300545,1,No,0,0,0,,
GOACARBON,GOA CARBON,3759873,1,No,0,0,0,,
GOCLCORP,GOCL CORPORATION,1014529,1,No,0,0,0,,
GOCOLORS,GO FASHION INDIA,1782785,1,No,0,0,0,,
GODAVARIB,GODAVARI BIOREFINERIES L,6640897,1,No,0,0,0,,
GODFRYPHLP,GODFREY PHILLIPS INDIA LT,302337,1,No,0,0,0,,
GODIGIT,GO DIGIT GENERAL INS,6092545,1,No,0,0,0,,
GODREJAGRO,GODREJ AGROVET,36865,1,No,0,0,0,,
GODREJCP,GODREJ CONSUMER PRODUCTS,2585345,1,Yes,167,84,83,2026-01-27,2026-03-30
GODREJIND,GODREJ INDUSTRIES,2796801,1,No,0,0,0,,
GODREJPROP,GODREJ PROPERTIES,4576001,1,Yes,174,86,88,2026-01-27,2026-03-30
GOKEX,GOKALDAS EXPORTS,3015169,1,No,0,0,0,,
GOKUL,GOKUL REFOILS & SOLV,4276481,1,No,0,0,0,,
GOKULAGRO,GOKUL AGRO RESOURCES,3706881,1,No,0,0,0,,
GOLD1,KOTAK GOLD ETF,3803649,1,No,0,0,0,,
GOLD360,360ONEAMC - GOLD360,7706881,1,No,0,0,0,,
GOLDADD,DSPAMC - DSPGOLD,3931137,1,No,0,0,0,,
GOLDBDINAV,BANDHANAMC - GOLDBDINAV,7829761,1,No,0,0,0,,
GOLDBEES,NIP IND ETF GOLD BEES,3693569,1,No,0,0,0,,
GOLDBEINAV,GOLDBEES NAV,2106113,1,No,0,0,0,,
GOLDBETA,UTIAMC-UTIGOLDBETA,3720961,1,No,0,0,0,,
GOLDBND,BANDHANAMC - GOLDBND,194643201,1,No,0,0,0,,
GOLDCASE,ZERODHA GOLD ETF,5862657,1,No,0,0,0,,
GOLDENTOBC-BZ,GOLDEN TOBACCO,2974465,1,No,0,0,0,,
GOLDETF,MIRAEAMC - MAGOLDETF,3657217,1,No,0,0,0,,
GOLDIAM,GOLDIAM INTERNATIONAL,3064577,1,No,0,0,0,,
GOLDIETF,ICICI PRUDENTIAL GOLD ETF,5037825,1,No,0,0,0,,
GOLDKART-SM,GOLDKART JEWELS,3485697,625,No,0,0,0,,
GOLDSHINAV,GOLDSHARE NAV,2106881,1,No,0,0,0,,
GOLDSTAR-SM,GOLDSTAR POWER,257,11250,No,0,0,0,,
GOLDTECH,AION-TECH SOLUTIONS,2527745,1,No,0,0,0,,
GOODLUCK,GOODLUCK INDIA,1568001,1,No,0,0,0,,
GOPAL,GOPAL SNACKS,5904897,1,No,0,0,0,,
GOYALALUM,GOYAL ALUMINIUMS,3017473,1,No,0,0,0,,
GOYALSALT-SM,GOYAL SALT,4955137,600,No,0,0,0,,
GPECO-SM,GP ECO SOLUTIONS INDIA L,6171649,200,No,0,0,0,,
GPIL,GODAWARI POW & ISP,3432705,1,No,0,0,0,,
GPPL,GUJARAT PIPAVAV PORT,5051137,1,No,0,0,0,,
GPTHEALTH,GPT HEALTHCARE,5848577,1,No,0,0,0,,
GPTINFRA,GPT INFRAPROJECTS,4527361,1,No,0,0,0,,
GRANULES,GRANULES INDIA,3039233,1,No,0,0,0,,
GRAPHISAD-SM,GRAPHISADS,5236225,1200,No,0,0,0,,
GRAPHITE,GRAPHITE INDIA,151553,1,No,0,0,0,,
GRASIM,GRASIM INDUSTRIES,315393,1,Yes,189,94,95,2026-01-27,2026-03-30
GRAVITA,GRAVITA INDIA,5256705,1,No,0,0,0,,
GRCAPMINAV,GROWWAMC - GRCAPMINAV,7829249,1,No,0,0,0,,
GRCL-SM,GAYATRI RUBB AND CHEM,3597313,250,No,0,0,0,,
GREAVESCOT,GREAVES COTTON,316161,1,No,0,0,0,,
GREENCHEF-SM,GREENCHEF APPLIANCES,4375553,800,No,0,0,0,,
GREENLAM,GREENLAM INDUSTRIES,1753089,1,No,0,0,0,,
GREENLEAF-SM,GREENLEAF ENVIROTECH,194412545,1000,No,0,0,0,,
GREENPANEL,GREENPANEL INDUSTRIES,3535361,1,No,0,0,0,,
GREENPLY,GREENPLY INDUSTRIES,1020673,1,No,0,0,0,,
GREENPOWER,ORIENT GREEN POWER CO,5148161,1,No,0,0,0,,
GRETEX-SM,GRETEX INDUSTRIES,4797697,750,No,0,0,0,,
GRINDWELL,GRINDWELL NORTON,3471361,1,No,0,0,0,,
GRINFRA,G R INFRAPROJECTS,1293825,1,No,0,0,0,,
GRMOVER,GRM OVERSEAS,2782977,1,No,0,0,0,,
GRN200INAV,GROWWAMC - GRN200INAV,7656193,1,No,0,0,0,,
GRO250INAV,GROWWAMC - GRO250INAV,7825921,1,No,0,0,0,,
GROBTEA,THE GROB TEA COMPANY,4549121,1,No,0,0,0,,
GROLIQINAV,GROWWAMC - GROLIQINAV,6520065,1,No,0,0,0,,
GRONIFINAV,GROWWAMC - GRONIFINAV,7815937,1,No,0,0,0,,
GROWEVINAV,GROWWAMC - GROWEVINAV,6349057,1,No,0,0,0,,
GROWLOINAV,GROWWAMC - GROWLOINAV,7813121,1,No,0,0,0,,
GROWMOINAV,GROWWAMC - GROWMOINAV,7808001,1,No,0,0,0,,
GROWSLINAV,GROWWAMC - GROWSLINAV,7809281,1,No,0,0,0,,
GROWW,BILLIONBRAINS GARAGE VN L,194510337,1,No,0,0,0,,
GROWWCAPM,GROWWAMC - GROWWCAPM,194573057,1,No,0,0,0,,
GROWWDEFNC,GROWWAMC - GROWWDEFNC,6594049,1,No,0,0,0,,
GROWWEV,GROWWAMC - GROWWEV,6348289,1,No,0,0,0,,
GROWWGINAV,GROWWAMC - GROWWGINAV,6624001,1,No,0,0,0,,
GROWWGOLD,GROWWAMC - GROWWGOLD,6623233,1,No,0,0,0,,
GROWWLIQID,GROWWAMC - GROWWLIQID,6514433,1,No,0,0,0,,
GROWWLOVOL,GROWWAMC - GROWWLOVOL,194124801,1,No,0,0,0,,
GROWWMC150,GROWWAMC - GROWWMC150,194488065,1,No,0,0,0,,
GROWWMETAL,GROWWAMC - GROWWMETAL,194672129,1,No,0,0,0,,
GROWWMOM50,GROWWAMC - GROWWMOM50,193558017,1,No,0,0,0,,
GROWWN200,GROWWAMC - GROWWN200,7647233,1,No,0,0,0,,
GROWWNET,GROWWAMC - GROWWNET,194000385,1,No,0,0,0,,
GROWWNIFTY,GROWWAMC - GROWWNIFTY,194226433,1,No,0,0,0,,
GROWWNINAV,GROWWAMC - GROWWNINAV,7814913,1,No,0,0,0,,
GROWWNXT50,GROWWAMC - GROWWNXT50,194421249,1,No,0,0,0,,
GROWWPINAV,GROWWAMC - GROWWPINAV,7816961,1,No,0,0,0,,
GROWWPOWER,GROWWAMC - GROWWPOWER,194090241,1,No,0,0,0,,
GROWWRAIL,GROWWAMC - GROWWRAIL,7558913,1,No,0,0,0,,
GROWWRINAV,GROWWAMC - GROWWRINAV,7819777,1,No,0,0,0,,
GROWWRLTY,GROWWAMC - GROWWRLTY,194413569,1,No,0,0,0,,
GROWWSC250,GROWWAMC - GROWWSC250,194437633,1,No,0,0,0,,
GROWWSLVR,GROWWAMC - GROWWSLVR,193747713,1,No,0,0,0,,
GRPLTD,GRP,1675009,1,No,0,0,0,,
GRRAILINAV,GROWWAMC - GRRAILINAV,7559681,1,No,0,0,0,,
GRSE,GARDEN REACH SHIP&ENG,1401601,1,No,0,0,0,,
GRW150INAV,GROWWAMC - GRW150INAV,7826945,1,No,0,0,0,,
GRWMTLINAV,GROWWAMC - GRWMTLINAV,7831297,1,No,0,0,0,,
GRWN50INAV,GROWWAMC - GRWN50INAV,7818241,1,No,0,0,0,,
GRWRHITECH,GARWARE HI-TECH FILMS,2043393,1,No,0,0,0,,
GRWWDFINAV,GROWWAMC - GRWWDFINAV,6599937,1,No,0,0,0,,
GS070626C-GS,GOI STRIPS C 070626,1123073,100,No,0,0,0,,
GS090326C-GS,GOI STRIPS C 090326,1117185,100,No,0,0,0,,
GS100226C-GS,GOI STRIPS C 100226,1111297,100,No,0,0,0,,
GS100426C-GS,GOI STRIPS C 100426,1121537,100,No,0,0,0,,
GS100526C-GS,GOI STRIPS C 100526,1122305,100,No,0,0,0,,
GS120626C-GS,GOI STRIPS C 120626,1123585,100,No,0,0,0,,
GS150326C-GS,GOI STRIPS C 150326,1117697,100,No,0,0,0,,
GS150626C-GS,GOI STRIPS C 150626,1124609,100,No,0,0,0,,
GS151226C-GS,GOI STRIPS C 151226,1128705,100,No,0,0,0,,
GS200326C-GS,GOI STRIPS C 200326,1118209,100,No,0,0,0,,
GS220226C-GS,GOI STRIPS C 220226,1111809,100,No,0,0,0,,
GS220230C-GS,GOI STRIPS C 220230,1132289,100,No,0,0,0,,
GS220231C-GS,GOI STRIPS C 220231,1133825,100,No,0,0,0,,
GS220236C-GS,GOI STRIPS C 220236,1134593,100,No,0,0,0,,
GS220240C-GS,GOI STRIPS C 220240,1157121,100,No,0,0,0,,
GS220250C-GS,GOI STRIPS C 220250,1165313,100,No,0,0,0,,
GS220261C-GS,GOI STRIPS C 220261,1166081,100,No,0,0,0,,
GS220261P-GS,GOI STRIPS P 220261,1125121,100,No,0,0,0,,
GS220830C-GS,GOI STRIPS C 220830,1133313,100,No,0,0,0,,
GS220831C-GS,GOI STRIPS C 220831,1134337,100,No,0,0,0,,
GS220836C-GS,GOI STRIPS C 220836,1150465,100,No,0,0,0,,
GS220840C-GS,GOI STRIPS C 220840,1163777,100,No,0,0,0,,
GS220850C-GS,GOI STRIPS C 220850,1165569,100,No,0,0,0,,
GS260426C-GS,GOI STRIPS C 260426,1121793,100,No,0,0,0,,
GSEC10ABSL,BIRLASLAMC - GSEC10ABSL,6360833,1,No,0,0,0,,
GSEC10IETF,ICICIPRAMC - ICICI10GS,3364609,1,No,0,0,0,,
GSEC10INAV,BIRLASLAMC - GSEC10INAV,6361601,1,No,0,0,0,,
GSEC10YEAR,MIRAEAMC - MAGS813ETF,3824129,1,No,0,0,0,,
GSEC5IETF,ICICIPRAMC - ICICI5GSEC,2135553,1,No,0,0,0,,
GSFC,GUJ STATE FERT & CHEM,319233,1,No,0,0,0,,
GSLSU-BE,GLOBAL SURFACES,3738369,1,No,0,0,0,,
GSMFOILS-SM,GSM FOILS,6115329,500,No,0,0,0,,
GSPL,GUJARAT STATE PETRO,3378433,1,No,0,0,0,,
GSS,GSS INFOTECH,3928833,1,No,0,0,0,,
GSTL-ST,GLOBESECURE TECHNO,2500609,1000,No,0,0,0,,
GTECJAINX,G-TEC JAINX EDUCATION,289025,1,No,0,0,0,,
GTL,GTL,297473,1,No,0,0,0,,
GTLINFRA,GTL INFRA.LTD,3518721,1,No,0,0,0,,
GTPL,GTPL HATHWAY,5425921,1,No,0,0,0,,
GUFICBIO,GUFIC BIOSCIENCES,2971137,1,No,0,0,0,,
GUJALKALI,GUJARAT ALKALIES & CHEM,324353,1,No,0,0,0,,
GUJAPOLLO,GUJ. APOLLO IND.,3757313,1,No,0,0,0,,
GUJGASLTD,GUJARAT GAS,2713345,1,No,0,0,0,,
GUJRAFFIA-BE,GUJARAT RAFFIA INDUST,2584833,1,No,0,0,0,,
GUJTHEM,GUJARAT THEMIS BIOSYN,7611137,1,No,0,0,0,,
GULFOILLUB,GULF OIL LUB. IND.,1124097,1,No,0,0,0,,
GULFPETRO,GP PETROLEUMS,2964737,1,No,0,0,0,,
GULPOLY,GULSHAN POLYOLS,1609217,1,No,0,0,0,,
GURUNANAK-SM,GURUNANAK AGRICULTUR IN L,194370817,1600,No,0,0,0,,
GVKPIL-BE,GVK POW. & INFRA,3386625,1,No,0,0,0,,
GVPIL,GE POWER INDIA,2012673,1,No,0,0,0,,
GVPTECH,GVP INFOTECH,2781441,1,No,0,0,0,,
GVPTECHPP-E1,GVPTECH RE.1 PPD UP,194082817,1,No,0,0,0,,
GVT&D,GE VERNOVA T&D INDIA,4296449,1,No,0,0,0,,
HAL,HINDUSTAN AERONAUTICS,589569,1,Yes,136,68,68,2026-01-27,2026-03-30
HALEOSLABS-BE,HALEOS LABS,5518081,1,No,0,0,0,,
HAPPSTMNDS,HAPPIEST MINDS TECHNO,12289,1,No,0,0,0,,
HAPPYFORGE,HAPPY FORGINGS,5338625,1,No,0,0,0,,
HARDWYN,HARDWYN INDIA,2294273,1,No,0,0,0,,
HARIOMPIPE,HARIOM PIPE INDUSTRIES L,2295809,1,No,0,0,0,,
HARRMALAYA,HARRISON MALAYALAM,336129,1,No,0,0,0,,
HARSHA,HARSHA ENGINEERS INT,2857473,1,No,0,0,0,,
HATHWAY,HATHWAY CABLE & DATACOM,4647425,1,No,0,0,0,,
HATSUN,HATSUN AGRO PRODUCT,996353,1,No,0,0,0,,
HAVELLS,HAVELLS INDIA,2513665,1,Yes,196,98,98,2026-01-27,2026-03-30
HAVISHA,SRI HAVISHA HOSP & INFR L,1908993,1,No,0,0,0,,
HBANKEINAV,HBANKETF INAV,2565633,1,No,0,0,0,,
HBLENGINE,HBL ENGINEERING,3575297,1,No,0,0,0,,
HBS500INAV,HDFCAMC - HBS500INAV,3645185,1,No,0,0,0,,
HBS500INAV-RL,,3645441,1,No,0,0,0,,
HBSL-BE,HB STOCKHOLDINGS,1054209,1,No,0,0,0,,
HCC,HINDUSTAN CONSTRUCTION CO,352001,1,No,0,0,0,,
HCG,HEALTHCARE GLOB. ENT.,3982081,1,No,0,0,0,,
HCL-INSYS,HCL INFOSYSTEMS,339713,1,No,0,0,0,,
HCLTECH,HCL TECHNOLOGIES,1850625,1,Yes,120,61,59,2026-01-27,2026-03-30
HDBFS,HDB FINANCIAL SERVICES L,193989633,1,No,0,0,0,,
HDF100INAV,HDFCNIF100 INAV,2709249,1,No,0,0,0,,
HDFC50INAV,HDFCNEXT50 INAV,2709505,1,No,0,0,0,,
HDFCAMC,HDFC AMC,1086465,1,Yes,184,91,93,2026-01-27,2026-03-30
HDFCBANK,HDFC BANK,341249,1,Yes,208,104,104,2026-01-27,2026-03-30
HDFCBSE500,HDFCAMC - HDFCBSE500,3642881,1,No,0,0,0,,
HDFCGOLD,HDFC GOLD ETF,5003009,1,No,0,0,0,,
HDFCGRINAV,HDFCAMC - HDFCGRINAV,2884097,1,No,0,0,0,,
HDFCGROWTH,HDFCAMC - HDFCGROWTH,2877697,1,No,0,0,0,,
HDFCLIFE,HDFC LIFE INS CO,119553,1,Yes,120,61,59,2026-01-27,2026-03-30
HDFCLIQUID,HDFCAMC - HDFCLIQUID,4679425,1,No,0,0,0,,
HDFCLOWVOL,HDFCAMC - HDFCLOWVOL,2956033,1,No,0,0,0,,
HDFCLVINAV,HDFCAMC - HDFCLOWVOL,2957569,1,No,0,0,0,,
HDFCMFINAV,HDFCMFGETF NAV,2109697,1,No,0,0,0,,
HDFCMID150,HDFCAMC - HDFCMID150,3644417,1,No,0,0,0,,
HDFCMOINAV,HDFCAMC - HDFCMOMENT,2957057,1,No,0,0,0,,
HDFCMOMENT,HDFCAMC - HDFCMOMENT,2953729,1,No,0,0,0,,
HDFCNEXT50,HDFCAMC - HDFCNEXT50,2718465,1,No,0,0,0,,
HDFCNFINAV,HDFCNIFETF INAV,2565889,1,No,0,0,0,,
HDFCNIF100,HDFCAMC - HDFCNIF100,2722049,1,No,0,0,0,,
HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,5742849,1,No,0,0,0,,
HDFCNIFIT,HDFCAMC - HDFCNIFIT,3097857,1,No,0,0,0,,
HDFCNIFTY,HDFCAMC - HDFCNIFTY,2967297,1,No,0,0,0,,
HDFCNIINAV,HDFCAMC - HDFCNIINAV,4332033,1,No,0,0,0,,
HDFCPBINAV,HDFCAMC - HDFCPBINAV,3102465,1,No,0,0,0,,
HDFCPSUBK,HDFCAMC HDFCPSUBK,5784321,1,No,0,0,0,,
HDFCPVTBAN,HDFCAMC - HDFCPVTBAN,3099649,1,No,0,0,0,,
HDFCQUAL,HDFCAMC - HDFCQUAL,2881281,1,No,0,0,0,,
HDFCQUINAV,HDFCAMC - HDFCQUINAV,2884353,1,No,0,0,0,,
HDFCSEINAV,HDFCSENETF INAV,2566145,1,No,0,0,0,,
HDFCSENSEX,HDFCAMC - HDFCSENSEX,2967809,1,No,0,0,0,,
HDFCSIINAV,HDFCAMC - HDFCSIINAV,2786049,1,No,0,0,0,,
HDFCSIINAV-RL,,2786305,1,No,0,0,0,,
HDFCSILVER,HDFCAMC - HDFCSILVER,2784257,1,No,0,0,0,,
HDFCSML250,HDFCAMC - HDFCSML250,3643649,1,No,0,0,0,,
HDFCVALUE,HDFCAMC - HDFCVALUE,2882561,1,No,0,0,0,,
HDFCVLINAV,HDFCAMC - HDFCVLINAV,2885633,1,No,0,0,0,,
HDFLIQINAV,HDFCAMC - HDFLIQINAV,4680193,1,No,0,0,0,,
HDFPBKINAV,HDFCAMC HDFPBKINAV,5785345,1,No,0,0,0,,
HDIL-BZ,HOUSING DEV & INFRA,4587521,1,No,0,0,0,,
HEADSUP,HEADS UP VENTURES,4916481,1,No,0,0,0,,
HEALADINAV,DSPAMC - HEALADINAV,5785089,1,No,0,0,0,,
HEALTHADD,DSPAMC - HEALTHADD,5783553,1,No,0,0,0,,
HEALTHIETF,ICICIPRAMC - ICICIPHARM,928257,1,No,0,0,0,,
HEALTHINAV,HEALTHY INAV,2550529,1,No,0,0,0,,
HEALTHY,BIRLASLAMC - HEALTHY,1612033,1,No,0,0,0,,
HECPROJECT,HEC INFRA PROJECTS,1900801,1,No,0,0,0,,
HEG,HEG,342017,1,No,0,0,0,,
HEIDELBERG,HEIDELBERGCEMENT (I),592897,1,No,0,0,0,,
HEMIPROP,HEMISPHERE PROP IND,179457,1,No,0,0,0,,
HERANBA,HERANBA INDUSTRIES,669185,1,No,0,0,0,,
HERITGFOOD,HERITAGE FOODS,1177089,1,No,0,0,0,,
HEROMOTOCO,HERO MOTOCORP,345089,1,Yes,186,93,93,2026-01-27,2026-03-30
HESTERBIO,HESTER BIOSCIENCES,1804289,1,No,0,0,0,,
HEUBACHIND,HEUBACH COLORANTS IND,183041,1,No,0,0,0,,
HEXATRADEX,HEXA TRADEX,6914049,1,No,0,0,0,,
HEXT,HEXAWARE TECHNOLOGIES,7594497,1,No,0,0,0,,
HFCL,HFCL,5619457,1,No,0,0,0,,
HGINFRA,H.G.INFRA ENGINEERING,428033,1,No,0,0,0,,
HGM,HANDSON GBL MNGMNT,3479553,1,No,0,0,0,,
HGS,HINDUJA GLOBAL SOLS.,3766273,1,No,0,0,0,,
HIGREEN-SM,HI GREEN CARBON,4811265,800,No,0,0,0,,
HIKAL,HIKAL,2475009,1,No,0,0,0,,
HILINFRA,HIGHWAY INFRASTRUCTURE L,194330369,1,No,0,0,0,,
HILTON,HILTON METAL FORGING,3744513,1,No,0,0,0,,
HILTON-RE1-BE,HILTON METAL FORGING,194706433,1,No,0,0,0,,
HIMATSEIDE,HIMATSINGKA SEIDE,348161,1,No,0,0,0,,
HINDALCO,HINDALCO  INDUSTRIES ,348929,1,Yes,152,76,76,2026-01-27,2026-03-30
HINDCOMPOS,HINDUSTAN COMPOSITES,351233,1,No,0,0,0,,
HINDCON,HINDCON CHEMICALS,1259521,1,No,0,0,0,,
HINDCOPPER,HINDUSTAN COPPER,4592385,1,No,0,0,0,,
HINDOILEXP,HINDUSTAN OIL EXPLORATION,359169,1,No,0,0,0,,
HINDPETRO,HINDUSTAN PETROLEUM CORP,359937,1,Yes,142,70,72,2026-01-27,2026-03-30
HINDUNILVR,HINDUSTAN UNILEVER,356865,1,Yes,178,88,90,2026-01-27,2026-03-30
HINDWAREAP,HINDWARE HME INOVATON,4066049,1,No,0,0,0,,
HINDZINC,HINDUSTAN ZINC,364545,1,Yes,218,103,115,2026-01-27,2026-03-30
HIRECT,HIND RECTIFIER,3555841,1,No,0,0,0,,
HISARMETAL,HISAR METAL IND.,4946433,1,No,0,0,0,,
HITECH,HI-TECH PIPES,734209,1,No,0,0,0,,
HITECHCORP,HITECH CORPORATION,3881217,1,No,0,0,0,,
HITECHGEAR-BE,THE HI-TECH GEARS,2193409,1,No,0,0,0,,
HLEGLAS,HLE GLASCOAT,585985,1,No,0,0,0,,
HLVLTD,HLV,370689,1,No,0,0,0,,
HMAAGRO,HMA AGRO INDUSTRIES,4365569,1,No,0,0,0,,
HMI150INAV,HDFCAMC - HMI150INAV,3645697,1,No,0,0,0,,
HMI150INAV-RL,,3645953,1,No,0,0,0,,
HMT-BZ,HMT -,5042689,1,No,0,0,0,,
HMVL,HINDUSTAN MEDIA VENT,4918017,1,No,0,0,0,,
HNDFDS,HINDUSTAN FOODS,3116289,1,No,0,0,0,,
HNGSNGBEES,NIP IND ETF HANGSENG BEES,4680705,1,No,0,0,0,,
HOACFOODS-ST,HOAC FOODS INDIA,6099457,750,No,0,0,0,,
HOLMARC-SM,HOLMARC OPTO MECHATRO L,4774145,750,No,0,0,0,,
HOMEFIRST,HOME FIRST FIN CO IND,526337,1,No,0,0,0,,
HOMESFY-SM,HOMESFY REALTY,3462657,300,No,0,0,0,,
HONASA,HONASA CONSUMER - MAMAEARTH,5072129,1,No,0,0,0,,
HONAUT,HONEYWELL AUTOMATION IND,874753,1,No,0,0,0,,
